,Country,Agriculture type,Y2009,Y2019
2942,bolivia (plurinational state of),plums and sloes,914.0,4530.0
2943,bolivia (plurinational state of),potatoes,956953.0,1256584.0
2944,bolivia (plurinational state of),"pumpkins, squash and gourds",19858.0,23740.0
2945,bolivia (plurinational state of),quinces,637.0,131.0
2946,bolivia (plurinational state of),quinoa,34156.0,67135.0
2947,bolivia (plurinational state of),"rice, paddy",410994.0,600044.0
2948,bolivia (plurinational state of),"rice, paddy (rice milled equivalent)",274133.0,400229.0
2949,bolivia (plurinational state of),roots and tubers nes,51279.0,49098.0
2950,bolivia (plurinational state of),"rubber, natural",14030.0,5101.0
2951,bolivia (plurinational state of),rye,99.0,286.0
2952,bolivia (plurinational state of),seed cotton,104700.0,118790.0
2953,bolivia (plurinational state of),sesame seed,15000.0,15842.0
2954,bolivia (plurinational state of),sorghum,503038.0,949039.0
2955,bolivia (plurinational state of),soybeans,1892619.0,2990845.0
2956,bolivia (plurinational state of),spices nes,52.0,4981.0
2957,bolivia (plurinational state of),strawberries,976.0,3457.0
2958,bolivia (plurinational state of),sugar cane,7803800.0,9558472.0
2959,bolivia (plurinational state of),sunflower seed,394207.0,136779.0
2960,bolivia (plurinational state of),sweet potatoes,7551.0,4487.0
2961,bolivia (plurinational state of),"tangerines, mandarins, clementines, satsumas",127337.0,239995.0
2962,bolivia (plurinational state of),tea,1245.0,1203.0
2963,bolivia (plurinational state of),"tobacco, unmanufactured",1284.0,1202.0
2964,bolivia (plurinational state of),tomatoes,53070.0,70319.0
2965,bolivia (plurinational state of),"vegetables, fresh nes",20825.0,1349.0
2966,bolivia (plurinational state of),"vegetables, leguminous nes",57419.0,40417.0
2967,bolivia (plurinational state of),watermelons,15424.0,59507.0
2968,bolivia (plurinational state of),wheat,201508.0,237127.0
2969,bolivia (plurinational state of),"cereals, total",2378919.0,2912084.0
2970,bolivia (plurinational state of),"citrus fruit, total",319428.0,470095.0
2971,bolivia (plurinational state of),fibre crops primary,0.0,0.0
2972,bolivia (plurinational state of),fruit primary,962492.0,1561363.0
2973,bolivia (plurinational state of),oilcrops,2419841.0,3290600.0
2974,bolivia (plurinational state of),"oilcrops, cake equivalent",1726796.0,2484088.0
2975,bolivia (plurinational state of),"oilcrops, oil equivalent",523295.0,621724.0
2976,bolivia (plurinational state of),"pulses, total",57892.0,126073.0
2977,bolivia (plurinational state of),"roots and tubers, total",1264638.0,1513496.0
2978,bolivia (plurinational state of),sugar crops primary,7803800.0,9558472.0
2979,bolivia (plurinational state of),"treenuts, total",86259.0,117426.0
2980,bolivia (plurinational state of),vegetables primary,335537.0,388209.0
2981,brazil,apples,1222885.0,1222979.0
2982,brazil,avocados,139089.0,242932.0
2983,brazil,bananas,6783490.0,6812708.0
2984,brazil,barley,201249.0,409099.0
2985,brazil,"bastfibres, other",14054.0,2550.0
2986,brazil,"beans, dry",3486763.0,2906508.0
2987,brazil,"brazil nuts, with shell",37467.0,32905.0
2988,brazil,"broad beans, horse beans, dry",20702.0,11449.0
2989,brazil,buckwheat,54481.0,65255.0
2990,brazil,"cashew nuts, with shell",220505.0,138754.0
2991,brazil,cashewapple,1803131.0,1078558.0
2992,brazil,cassava,24403981.0,17497115.0
2993,brazil,castor oil seed,91076.0,16349.0
2994,brazil,chestnut,0.0,0.0
2995,brazil,"cocoa, beans",218487.0,259425.0
2996,brazil,coconuts,2960049.0,2330949.0
2997,brazil,"coffee, green",2440056.0,3009402.0
2998,brazil,fibre crops nes,99827.0,101312.0
2999,brazil,figs,24146.0,22526.0
3000,brazil,"fruit, tropical fresh nes",713515.0,593429.0
3001,brazil,garlic,86752.0,131523.0
3002,brazil,grapefruit (inc. pomelos),74013.0,83113.0
3003,brazil,grapes,1365491.0,1485292.0
3004,brazil,"groundnuts, with shell",255662.0,580574.0
3005,brazil,jute,802.0,9.0
3006,brazil,lemons and limes,899821.0,1511185.0
3007,brazil,linseed,9873.0,3772.0
3008,brazil,maize,50719822.0,101138617.0
3009,brazil,"mangoes, mangosteens, guavas",1197694.0,1998561.0
3010,brazil,maté,443126.0,517779.0
3011,brazil,"melons, other (inc.cantaloupes)",402959.0,587692.0
3012,brazil,nuts nes,2693.0,3129.0
3013,brazil,oats,252503.0,920439.0
3014,brazil,oil palm fruit,1122399.0,2583293.0
3015,brazil,oilseeds nes,21939.0,44874.0
3016,brazil,olives,1.0,2505.0
3017,brazil,"onions, dry",1511853.0,1556885.0
3018,brazil,oranges,17618450.0,17073593.0
3019,brazil,papayas,1792594.0,1161808.0
3020,brazil,peaches and nectarines,216236.0,183132.0
3021,brazil,pears,14856.0,16722.0
3022,brazil,"peas, dry",6865.0,2715.0
3023,brazil,pepper (piper spp.),65398.0,109401.0
3024,brazil,persimmons,171555.0,168658.0
3025,brazil,pineapples,2206492.0,2426526.0
3026,brazil,potatoes,3443712.0,3696930.0
3027,brazil,quinces,975.0,530.0
3028,brazil,ramie,499.0,0.0
3029,brazil,rapeseed,42000.0,48000.0
3030,brazil,"rice, paddy",12651144.0,10368611.0
3031,brazil,"rice, paddy (rice milled equivalent)",8438313.0,6915864.0
3032,brazil,"rubber, natural",126973.0,217387.0
3033,brazil,rye,3921.0,10320.0
3034,brazil,seed cotton,2897851.0,6893340.0
3035,brazil,sesame seed,6000.0,128000.0
3036,brazil,sisal,280005.0,86820.0
3037,brazil,sorghum,1853934.0,2672245.0
3038,brazil,soybeans,57345382.0,114269392.0
3039,brazil,strawberries,126879.0,165440.0
3040,brazil,sugar cane,691606147.0,752895389.0
3041,brazil,sunflower seed,100905.0,132958.0
3042,brazil,sweet potatoes,477472.0,805412.0
3043,brazil,"tangerines, mandarins, clementines, satsumas",1094429.0,984897.0
3044,brazil,tea,4686.0,475.0
3045,brazil,"tobacco, unmanufactured",863079.0,769801.0
3046,brazil,tomatoes,4310477.0,3917967.0
3047,brazil,triticale,122212.0,34069.0
3048,brazil,tung nuts,322.0,272.0
3049,brazil,"vegetables, fresh nes",2650000.0,3247764.0
3050,brazil,"walnuts, with shell",4571.0,6175.0
3051,brazil,watermelons,2065167.0,2278186.0
3052,brazil,wheat,5055525.0,5604158.0
3053,brazil,yams,246840.0,249522.0
3054,brazil,"cereals, total",70914791.0,121222813.0
3055,brazil,"citrus fruit, total",19686713.0,19652788.0
3056,brazil,fibre crops primary,395187.0,190691.0
3057,brazil,fruit primary,39933867.0,40098467.0
3058,brazil,oilcrops,64853459.0,127034278.0
3059,brazil,"oilcrops, cake equivalent",46697974.0,93161214.0
3060,brazil,"oilcrops, oil equivalent",11426442.0,22452369.0
3061,brazil,"pulses, total",3514330.0,2920672.0
3062,brazil,"roots and tubers, total",28572005.0,22248979.0
3063,brazil,sugar crops primary,691606147.0,752895389.0
3064,brazil,"treenuts, total",265236.0,180963.0
3065,brazil,vegetables primary,8559082.0,8854139.0
3066,canada,"anise, badian, fennel, coriander",8000.0,13674.0
3067,canada,apples,435491.0,377929.0
3068,canada,apricots,913.0,982.0
3069,canada,asparagus,7835.0,10235.0
3070,canada,barley,9528200.0,10382600.0
3071,canada,"beans, dry",225000.0,316800.0
3072,canada,"beans, green",48599.0,67369.0
3073,canada,blueberries,102753.0,176127.0
3074,canada,buckwheat,0.0,18000.0
3075,canada,cabbages and other brassicas,189487.0,170638.0
3076,canada,canary seed,197400.0,147500.0
3077,canada,carrots and turnips,358991.0,360195.0
3078,canada,cauliflowers and broccoli,32188.0,73911.0
3079,canada,cherries,15036.0,22079.0
3080,canada,"cherries, sour",6643.0,4591.0
3081,canada,chick peas,75500.0,251500.0
3082,canada,"chillies and peppers, green",42678.0,63438.0
3083,canada,cranberries,86776.0,172440.0
3084,canada,cucumbers and gherkins,64428.0,59612.0
3085,canada,fibre crops nes,28500.0,15938.0
3086,canada,"fruit, fresh nes",0.0,0.0
3087,canada,garlic,498.0,1248.0
3088,canada,"grain, mixed",233200.0,191700.0
3089,canada,grapes,67508.0,115498.0
3090,canada,hops,0.0,0.0
3091,canada,kiwi fruit,40.0,9.0
3092,canada,"leeks, other alliaceous vegetables",6725.0,6413.0
3093,canada,lentils,1530200.0,2166900.0
3094,canada,lettuce and chicory,108228.0,84902.0
3095,canada,linseed,930100.0,486100.0
3096,canada,maize,9561200.0,13403900.0
3097,canada,"maize, green",231680.0,189554.0
3098,canada,"melons, other (inc.cantaloupes)",13077.0,12472.0
3099,canada,mushrooms and truffles,65550.0,145631.0
3100,canada,mustard seed,208300.0,134600.0
3101,canada,oats,2911500.0,4237300.0
3102,canada,oilseeds nes,1168.0,25171.0
3103,canada,"onions, dry",205776.0,250847.0
3104,canada,peaches and nectarines,25850.0,26297.0
3105,canada,pears,8400.0,9668.0
3106,canada,"peas, dry",3379400.0,4236500.0
3107,canada,"peas, green",60021.0,47775.0
3108,canada,plums and sloes,2609.0,3642.0
3109,canada,potatoes,4584500.0,5409739.0
3110,canada,"pumpkins, squash and gourds",80804.0,129732.0
3111,canada,rapeseed,12898100.0,18648800.0
3112,canada,raspberries,12672.0,9145.0
3113,canada,rye,280500.0,333400.0
3114,canada,soybeans,3581600.0,6045100.0
3115,canada,spinach,5307.0,4607.0
3116,canada,strawberries,19530.0,27252.0
3117,canada,sugar beet,657700.0,903800.0
3118,canada,sunflower seed,101900.0,62900.0
3119,canada,"tobacco, unmanufactured",37303.0,19359.0
3120,canada,tomatoes,502273.0,490286.0
3121,canada,triticale,30000.0,72200.0
3122,canada,"vegetables, fresh nes",126857.0,150727.0
3123,canada,watermelons,14548.0,36312.0
3124,canada,wheat,26949900.0,32347900.0
3125,canada,"cereals, total",49691900.0,61134500.0
3126,canada,fibre crops primary,28500.0,15938.0
3127,canada,fruit primary,825356.0,994443.0
3128,canada,oilcrops,17721168.0,25402671.0
3129,canada,"oilcrops, cake equivalent",11323695.0,16393886.0
3130,canada,"oilcrops, oil equivalent",5988618.0,8426593.0
3131,canada,"pulses, total",5210100.0,6971700.0
3132,canada,"roots and tubers, total",4584500.0,5409739.0
3133,canada,sugar crops primary,657700.0,903800.0
3134,canada,vegetables primary,2137925.0,2307120.0
3135,chile,"almonds, with shell",20000.0,38950.0
3136,chile,apples,1330617.0,1621321.0
3137,chile,apricots,18072.0,5868.0
3138,chile,artichokes,44600.0,10926.0
3139,chile,asparagus,18849.0,11767.0
3140,chile,avocados,232202.0,162988.0
3141,chile,barley,73424.0,210890.0
3142,chile,"bastfibres, other",10594.0,8275.0
3143,chile,"beans, dry",28395.0,17084.0
3144,chile,"beans, green",24191.0,44868.0
3145,chile,cabbages and other brassicas,44012.0,54398.0
3146,chile,carrots and turnips,187897.0,184866.0
3147,chile,cauliflowers and broccoli,33000.0,31070.0
3148,chile,cherries,41095.0,233929.0
3149,chile,"cherries, sour",820.0,74.0
3150,chile,chestnut,850.0,2848.0
3151,chile,chick peas,1923.0,284.0
3152,chile,"chillies and peppers, green",55042.0,58706.0
3153,chile,cranberries,40000.0,141338.0
3154,chile,cucumbers and gherkins,31421.0,38227.0
3155,chile,currants,80.0,3.0
3156,chile,fibre crops nes,1734.0,1838.0
3157,chile,figs,140.0,104.0
3158,chile,flax fibre and tow,2701.0,3201.0
3159,chile,"fruit, fresh nes",13597.0,14952.0
3160,chile,garlic,11915.0,21097.0
3161,chile,grapefruit (inc. pomelos),1500.0,957.0
3162,chile,grapes,2600000.0,2701588.0
3163,chile,"hazelnuts, with shell",3000.0,35000.0
3164,chile,hemp tow waste,4385.0,4165.0
3165,chile,hempseed,1318.0,1539.0
3166,chile,kiwi fruit,227000.0,177206.0
3167,chile,lemons and limes,162000.0,172117.0
3168,chile,lentils,564.0,1400.0
3169,chile,lettuce and chicory,100700.0,88034.0
3170,chile,linseed,1156.0,1373.0
3171,chile,lupins,12311.0,45606.0
3172,chile,maize,1345649.0,973178.0
3173,chile,"maize, green",180000.0,145916.0
3174,chile,"melons, other (inc.cantaloupes)",46900.0,39684.0
3175,chile,oats,344212.0,384922.0
3176,chile,olives,54000.0,126071.0
3177,chile,"onions, dry",295204.0,378787.0
3178,chile,oranges,135000.0,133800.0
3179,chile,papayas,3128.0,2381.0
3180,chile,peaches and nectarines,388000.0,330232.0
3181,chile,pears,191000.0,250240.0
3182,chile,"peas, dry",3381.0,1123.0
3183,chile,"peas, green",20038.0,14886.0
3184,chile,persimmons,509.0,617.0
3185,chile,plums and sloes,296000.0,465280.0
3186,chile,potatoes,924555.0,1162568.0
3187,chile,"pumpkins, squash and gourds",128208.0,86788.0
3188,chile,quinces,490.0,565.0
3189,chile,rapeseed,78501.0,185318.0
3190,chile,raspberries,17135.0,15942.0
3191,chile,"rice, paddy",127311.0,174897.0
3192,chile,"rice, paddy (rice milled equivalent)",84916.0,116656.0
3193,chile,rye,8477.0,2878.0
3194,chile,strawberries,38647.0,28139.0
3195,chile,sugar beet,1042417.0,1313368.0
3196,chile,sunflower seed,10006.0,4201.0
3197,chile,sweet potatoes,11303.0,18436.0
3198,chile,"tangerines, mandarins, clementines, satsumas",27800.0,189951.0
3199,chile,"tobacco, unmanufactured",5626.0,7362.0
3200,chile,tomatoes,615000.0,1050626.0
3201,chile,triticale,81123.0,147917.0
3202,chile,"vegetables, fresh nes",136500.0,128122.0
3203,chile,"vegetables, leguminous nes",16481.0,22315.0
3204,chile,"walnuts, with shell",26000.0,122950.0
3205,chile,watermelons,50300.0,49475.0
3206,chile,wheat,1145290.0,1399919.0
3207,chile,"cereals, total",3125486.0,3294601.0
3208,chile,"citrus fruit, total",326300.0,496825.0
3209,chile,fibre crops primary,19414.0,17479.0
3210,chile,fruit primary,5862032.0,6738751.0
3211,chile,oilcrops,144981.0,318502.0
3212,chile,"oilcrops, cake equivalent",53388.0,115031.0
3213,chile,"oilcrops, oil equivalent",46534.0,100729.0
3214,chile,"pulses, total",46574.0,65497.0
3215,chile,"roots and tubers, total",935858.0,1181004.0
3216,chile,sugar crops primary,1042417.0,1313368.0
3217,chile,"treenuts, total",49850.0,199748.0
3218,chile,vegetables primary,1943058.0,2371399.0
3219,colombia,agave fibres nes,18624.0,13922.0
3220,colombia,apples,1340.0,5053.0
3221,colombia,asparagus,1948.0,11855.0
3222,colombia,avocados,189029.0,535021.0
3223,colombia,bananas,1993759.0,2914419.0
3224,colombia,barley,17567.0,8527.0
3225,colombia,"beans, dry",147017.0,54147.0
3226,colombia,"broad beans, horse beans, dry",3883.0,7289.0
3227,colombia,cabbages and other brassicas,102660.0,53181.0
3228,colombia,carrots and turnips,288522.0,257023.0
3229,colombia,"cashew nuts, with shell",10716.0,4112.0
3230,colombia,cassava,2250233.0,1026643.0
3231,colombia,cauliflowers and broccoli,17524.0,59291.0
3232,colombia,"chillies and peppers, green",19145.0,132753.0
3233,colombia,"cocoa, beans",44740.0,102154.0
3234,colombia,coconuts,96000.0,145578.0
3235,colombia,"coffee, green",468720.0,885120.0
3236,colombia,cucumbers and gherkins,21701.0,40982.0
3237,colombia,dates,16.0,16.0
3238,colombia,eggplants (aubergines),3386.0,6944.0
3239,colombia,figs,1722.0,2413.0
3240,colombia,"fruit, citrus nes",616948.0,566765.0
3241,colombia,"fruit, fresh nes",888594.0,806346.0
3242,colombia,"fruit, tropical fresh nes",500985.0,643688.0
3243,colombia,garlic,3594.0,9272.0
3244,colombia,grapes,38125.0,67632.0
3245,colombia,"groundnuts, with shell",3158.0,4502.0
3246,colombia,lemons and limes,76988.0,334652.0
3247,colombia,lentils,1172.0,1653.0
3248,colombia,lettuce and chicory,58366.0,239820.0
3249,colombia,maize,1560347.0,1394863.0
3250,colombia,"mangoes, mangosteens, guavas",239746.0,551190.0
3251,colombia,"melons, other (inc.cantaloupes)",46485.0,101782.0
3252,colombia,nuts nes,689.0,1099.0
3253,colombia,oil palm fruit,3200000.0,8390314.0
3254,colombia,"onions, dry",429363.0,814065.0
3255,colombia,oranges,194243.0,351200.0
3256,colombia,papayas,185902.0,144967.0
3257,colombia,peaches and nectarines,20028.0,30038.0
3258,colombia,pears,15258.0,22224.0
3259,colombia,"peas, dry",50088.0,151138.0
3260,colombia,pigeon peas,859.0,766.0
3261,colombia,pineapples,326697.0,1008687.0
3262,colombia,plantains and others,2754009.0,2185005.0
3263,colombia,plums and sloes,11210.0,16904.0
3264,colombia,potatoes,2272772.0,3123804.0
3265,colombia,"pumpkins, squash and gourds",51482.0,139998.0
3266,colombia,"rice, paddy",2479921.0,3012311.0
3267,colombia,"rice, paddy (rice milled equivalent)",1654107.0,2009211.0
3268,colombia,roots and tubers nes,49587.0,101604.0
3269,colombia,seed cotton,70926.0,60155.0
3270,colombia,sesame seed,3000.0,4629.0
3271,colombia,sorghum,96570.0,6380.0
3272,colombia,soybeans,59400.0,114056.0
3273,colombia,spices nes,15545.0,21060.0
3274,colombia,spinach,8164.0,26065.0
3275,colombia,strawberries,48709.0,53730.0
3276,colombia,sugar beet,18681.0,33204.0
3277,colombia,sugar cane,36700000.0,32662952.0
3278,colombia,"tangerines, mandarins, clementines, satsumas",99690.0,201872.0
3279,colombia,tea,134.0,159.0
3280,colombia,"tobacco, unmanufactured",9953.0,10437.0
3281,colombia,tomatoes,515228.0,556692.0
3282,colombia,"vegetables, fresh nes",133798.0,282177.0
3283,colombia,watermelons,126827.0,248247.0
3284,colombia,wheat,24349.0,5684.0
3285,colombia,yams,380843.0,409165.0
3286,colombia,"cereals, total",4178754.0,4434081.0
3287,colombia,"citrus fruit, total",987869.0,1454489.0
3288,colombia,fibre crops primary,18624.0,13922.0
3289,colombia,fruit primary,8376310.0,10791851.0
3290,colombia,oilcrops,3432484.0,8719234.0
3291,colombia,"oilcrops, cake equivalent",179965.0,386928.0
3292,colombia,"oilcrops, oil equivalent",728879.0,1874592.0
3293,colombia,"pulses, total",203019.0,215075.0
3294,colombia,"roots and tubers, total",4953435.0,4661216.0
3295,colombia,sugar crops primary,36718681.0,32696156.0
3296,colombia,"treenuts, total",11405.0,5211.0
3297,colombia,vegetables primary,1654881.0,4912590.0
3298,costa rica,artichokes,40.0,18.0
3299,costa rica,asparagus,120.0,157.0
3300,costa rica,avocados,5642.0,16746.0
3301,costa rica,bananas,1795000.0,2437381.0
3302,costa rica,"beans, dry",8920.0,8352.0
3303,costa rica,"beans, green",300.0,541.0
3304,costa rica,berries nes,875.0,838.0
3305,costa rica,cabbages and other brassicas,26142.0,28806.0
3306,costa rica,carrots and turnips,36660.0,28303.0
3307,costa rica,cassava,178927.0,159861.0
3308,costa rica,cauliflowers and broccoli,350.0,311.0
3309,costa rica,"chillies and peppers, green",894.0,596.0
3310,costa rica,"cocoa, beans",650.0,500.0
3311,costa rica,coconuts,28000.0,15062.0
3312,costa rica,"coffee, green",91403.0,84096.0
3313,costa rica,cucumbers and gherkins,1500.0,1685.0
3314,costa rica,eggplants (aubergines),80.0,98.0
3315,costa rica,"fruit, fresh nes",231000.0,385345.0
3316,costa rica,"fruit, tropical fresh nes",10026.0,7806.0
3317,costa rica,ginger,1449.0,2500.0
3318,costa rica,grapefruit (inc. pomelos),18976.0,21192.0
3319,costa rica,"groundnuts, with shell",216.0,225.0
3320,costa rica,"leeks, other alliaceous vegetables",60.0,85.0
3321,costa rica,lemons and limes,31542.0,39513.0
3322,costa rica,lettuce and chicory,900.0,568.0
3323,costa rica,maize,23860.0,6241.0
3324,costa rica,"mangoes, mangosteens, guavas",38617.0,53754.0
3325,costa rica,manila fibre (abaca),1244.0,1205.0
3326,costa rica,"melons, other (inc.cantaloupes)",198565.0,124853.0
3327,costa rica,nuts nes,632.0,50.0
3328,costa rica,oil palm fruit,897750.0,1081800.0
3329,costa rica,oilseeds nes,1500.0,15319.0
3330,costa rica,"onions, dry",35390.0,40150.0
3331,costa rica,"onions, shallots, green",80.0,104.0
3332,costa rica,oranges,500000.0,226908.0
3333,costa rica,papayas,64160.0,86567.0
3334,costa rica,pepper (piper spp.),1040.0,1669.0
3335,costa rica,pineapples,1946054.0,3328100.0
3336,costa rica,plantains and others,60000.0,111470.0
3337,costa rica,potatoes,74608.0,83811.0
3338,costa rica,"rice, paddy",259656.0,153805.0
3339,costa rica,"rice, paddy (rice milled equivalent)",173191.0,102588.0
3340,costa rica,roots and tubers nes,25716.0,12844.0
3341,costa rica,seed cotton,529.0,616.0
3342,costa rica,sesame seed,141.0,165.0
3343,costa rica,spinach,50.0,75.0
3344,costa rica,strawberries,4620.0,4462.0
3345,costa rica,sugar cane,4100000.0,4421210.0
3346,costa rica,sweet potatoes,250.0,601.0
3347,costa rica,"tobacco, unmanufactured",62.0,18.0
3348,costa rica,tomatoes,61708.0,60034.0
3349,costa rica,"vegetables, fresh nes",43964.0,46712.0
3350,costa rica,watermelons,48692.0,164906.0
3351,costa rica,yams,28674.0,28023.0
3352,costa rica,yautia (cocoyam),15850.0,19175.0
3353,costa rica,"cereals, total",283516.0,160046.0
3354,costa rica,"citrus fruit, total",550518.0,287613.0
3355,costa rica,fibre crops primary,1244.0,1205.0
3356,costa rica,fruit primary,4953769.0,7009841.0
3357,costa rica,oilcrops,928136.0,1113187.0
3358,costa rica,"oilcrops, cake equivalent",31474.0,44516.0
3359,costa rica,"oilcrops, oil equivalent",199619.0,242154.0
3360,costa rica,"pulses, total",8920.0,8352.0
3361,costa rica,"roots and tubers, total",324025.0,304315.0
3362,costa rica,sugar crops primary,4100000.0,4421210.0
3363,costa rica,"treenuts, total",632.0,50.0
3364,costa rica,vegetables primary,208238.0,208243.0
3365,cuba,agave fibres nes,5260.0,2248.0
3366,cuba,avocados,4319.0,2705.0
3367,cuba,bananas,245400.0,259975.0
3368,cuba,"bastfibres, other",10492.0,12196.0
3369,cuba,"beans, dry",110800.0,169900.0
3370,cuba,cabbages and other brassicas,160285.0,105463.0
3371,cuba,cassava,315784.0,795748.0
3372,cuba,"chillies and peppers, green",56672.0,77040.0
3373,cuba,"cocoa, beans",1387.0,1000.0
3374,cuba,coconuts,78148.0,57762.0
3375,cuba,"coffee, green",7980.0,5364.0
3376,cuba,cucumbers and gherkins,110357.0,69554.0
3377,cuba,"fruit, citrus nes",2568.0,2110.0
3378,cuba,"fruit, fresh nes",233932.0,218334.0
3379,cuba,"fruit, tropical fresh nes",2232.0,3254.0
3380,cuba,garlic,40213.0,16383.0
3381,cuba,grapefruit (inc. pomelos),121500.0,20647.0
3382,cuba,grapes,19000.0,22019.0
3383,cuba,"groundnuts, with shell",9804.0,5126.0
3384,cuba,lemons and limes,8300.0,3454.0
3385,cuba,maize,304800.0,307000.0
3386,cuba,"mangoes, mangosteens, guavas",354200.0,382731.0
3387,cuba,"melons, other (inc.cantaloupes)",54798.0,46765.0
3388,cuba,"onions, dry",131300.0,95965.0
3389,cuba,oranges,261000.0,17832.0
3390,cuba,papayas,95700.0,184342.0
3391,cuba,pineapples,70920.0,40301.0
3392,cuba,plantains and others,425000.0,704702.0
3393,cuba,potatoes,278600.0,129500.0
3394,cuba,"pumpkins, squash and gourds",413191.0,423254.0
3395,cuba,"rice, paddy",563600.0,377700.0
3396,cuba,"rice, paddy (rice milled equivalent)",375921.0,251926.0
3397,cuba,sisal,234.0,264.0
3398,cuba,sorghum,297.0,5096.0
3399,cuba,sugar cane,14900000.0,8725032.0
3400,cuba,sweet potatoes,437100.0,555078.0
3401,cuba,"tangerines, mandarins, clementines, satsumas",27200.0,18884.0
3402,cuba,"tobacco, unmanufactured",25200.0,27330.0
3403,cuba,tomatoes,750000.0,480300.0
3404,cuba,"vegetables, fresh nes",824872.0,752944.0
3405,cuba,watermelons,61910.0,74637.0
3406,cuba,yams,334716.0,85014.0
3407,cuba,yautia (cocoyam),199400.0,206295.0
3408,cuba,"cereals, total",868697.0,689796.0
3409,cuba,"citrus fruit, total",420568.0,62927.0
3410,cuba,fibre crops primary,15986.0,14708.0
3411,cuba,fruit primary,1987979.0,2002692.0
3412,cuba,oilcrops,87952.0,62888.0
3413,cuba,"oilcrops, cake equivalent",9977.0,6569.0
3414,cuba,"oilcrops, oil equivalent",13100.0,9047.0
3415,cuba,"pulses, total",110800.0,169900.0
3416,cuba,"roots and tubers, total",1565600.0,1771635.0
3417,cuba,sugar crops primary,14900000.0,8725032.0
3418,cuba,vegetables primary,2486890.0,2020903.0
3419,dominica,avocados,393.0,361.0
3420,dominica,bananas,25000.0,19964.0
3421,dominica,cabbages and other brassicas,740.0,821.0
3422,dominica,carrots and turnips,649.0,800.0
3423,dominica,cassava,1041.0,1277.0
3424,dominica,cinnamon (cannella),56.0,56.0
3425,dominica,"cocoa, beans",100.0,1000.0
3426,dominica,coconuts,8485.0,6779.0
3427,dominica,"coffee, green",337.0,147.0
3428,dominica,cucumbers and gherkins,1486.0,1349.0
3429,dominica,"fruit, fresh nes",980.0,979.0
3430,dominica,ginger,159.0,232.0
3431,dominica,grapefruit (inc. pomelos),14219.0,12856.0
3432,dominica,lemons and limes,1056.0,1339.0
3433,dominica,lettuce and chicory,227.0,399.0
3434,dominica,maize,184.0,191.0
3435,dominica,"mangoes, mangosteens, guavas",2066.0,2066.0
3436,dominica,"nutmeg, mace and cardamoms",8.0,13.0
3437,dominica,oranges,7248.0,6284.0
3438,dominica,papayas,80.0,83.0
3439,dominica,pineapples,110.0,133.0
3440,dominica,plantains and others,5541.0,5340.0
3441,dominica,potatoes,128.0,144.0
3442,dominica,pulses nes,86.0,129.0
3443,dominica,"pumpkins, squash and gourds",876.0,930.0
3444,dominica,roots and tubers nes,550.0,884.0
3445,dominica,spices nes,27.0,55.0
3446,dominica,sugar cane,4800.0,4930.0
3447,dominica,sweet potatoes,2086.0,2385.0
3448,dominica,taro (cocoyam),12346.0,12758.0
3449,dominica,tomatoes,285.0,494.0
3450,dominica,"vegetables, fresh nes",3200.0,2427.0
3451,dominica,yams,12370.0,16067.0
3452,dominica,yautia (cocoyam),5075.0,5377.0
3453,dominica,"cereals, total",184.0,191.0
3454,dominica,"citrus fruit, total",22523.0,20479.0
3455,dominica,fruit primary,56923.0,49405.0
3456,dominica,oilcrops,8485.0,6779.0
3457,dominica,"oilcrops, cake equivalent",679.0,542.0
3458,dominica,"oilcrops, oil equivalent",1103.0,881.0
3459,dominica,"pulses, total",86.0,129.0
3460,dominica,"roots and tubers, total",33596.0,38892.0
3461,dominica,sugar crops primary,4800.0,4930.0
3462,dominica,vegetables primary,7463.0,7220.0
3463,dominican republic,avocados,184357.0,661626.0
3464,dominican republic,bananas,589589.0,1209268.0
3465,dominican republic,"beans, dry",30603.0,41958.0
3466,dominican republic,"broad beans, horse beans, dry",12580.0,2258.0
3467,dominican republic,cabbages and other brassicas,34098.0,43520.0
3468,dominican republic,carrots and turnips,20574.0,48966.0
3469,dominican republic,"cashew nuts, with shell",1115.0,663.0
3470,dominican republic,cassava,165688.0,174690.0
3471,dominican republic,chick peas,1.0,5.0
3472,dominican republic,"chillies and peppers, green",37831.0,46772.0
3473,dominican republic,"cocoa, beans",54994.0,88961.0
3474,dominican republic,coconuts,81514.0,421559.0
3475,dominican republic,"coffee, green",37950.0,15241.0
3476,dominican republic,cucumbers and gherkins,7590.0,16625.0
3477,dominican republic,eggplants (aubergines),27237.0,27821.0
3478,dominican republic,"fruit, fresh nes",38628.0,618763.0
3479,dominican republic,"fruit, tropical fresh nes",23747.0,29912.0
3480,dominican republic,garlic,1148.0,1951.0
3481,dominican republic,ginger,860.0,91.0
3482,dominican republic,grapefruit (inc. pomelos),11431.0,6329.0
3483,dominican republic,"groundnuts, with shell",3917.0,7394.0
3484,dominican republic,lemons and limes,11302.0,37785.0
3485,dominican republic,lettuce and chicory,2271.0,6265.0
3486,dominican republic,maize,35037.0,49840.0
3487,dominican republic,"mangoes, mangosteens, guavas",11642.0,42030.0
3488,dominican republic,"melons, other (inc.cantaloupes)",21666.0,44037.0
3489,dominican republic,oil palm fruit,319819.0,288412.0
3490,dominican republic,"onions, dry",47323.0,68426.0
3491,dominican republic,oranges,128797.0,134460.0
